affy	entrez	Species	Gene Name
1450603_s_at	113845	Mus musculus	vomeronasal 1 receptor 48(Vmn1r48)
1421409_at	17690	Mus musculus	musashi RNA-binding protein 1(Msi1)
1432860_at	208098	Mus musculus	pannexin 3(Panx3)
1417479_at	59032	Mus musculus	protein phosphatase 2, regulatory subunit B'', gamma(Ppp2r3c)
1417176_at	27373	Mus musculus	casein kinase 1, epsilon(Csnk1e)
1434141_at	60596	Mus musculus	guanylate cyclase 1, soluble, alpha 3(Gucy1a3)
1442495_at	12211	Mus musculus	baculoviral IAP repeat-containing 6(Birc6)
1440118_at	68066	Mus musculus	solute carrier family 25, member 39(Slc25a39)
1455028_at	17762	Mus musculus	microtubule-associated protein tau(Mapt)
1432256_at	74305	Mus musculus	RIKEN cDNA 1700111N16 gene(1700111N16Rik)
1455358_at	268859	Mus musculus	RNA binding protein, fox-1 homolog (C. elegans) 1(Rbfox1)
1457127_at	619548	Mus musculus	defensin beta 42(Defb42)
1458254_at	101359	Mus musculus	proline-rich transmembrane protein 4(Prrt4)
1428376_at	67723	Mus musculus	centrosomal protein 83, opposite strand(Cep83os)
1453598_at	627626	Mus musculus	patched domain containing 4(Ptchd4)
1434949_at	74125	Mus musculus	armadillo repeat containing 8(Armc8)
1421655_a_at	12773	Mus musculus	chemokine (C-C motif) receptor 4(Ccr4)
1449481_at	50799	Mus musculus	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13(Slc25a13)
1450140_a_at	12578	Mus musculus	cyclin-dependent kinase inhibitor 2A(Cdkn2a)
1429441_at	71865	Mus musculus	F-box protein 30(Fbxo30)
1449296_a_at	12799	Mus musculus	2',3'-cyclic nucleotide 3' phosphodiesterase(Cnp)
1430913_at	69187	Mus musculus	endoplasmic reticulum protein 27(Erp27)
1451044_at	66603	Mus musculus	gem (nuclear organelle) associated protein 2(Gemin2)
1435832_at	192198	Mus musculus	leucine rich repeat containing 4(Lrrc4)
1425064_at	11863	Mus musculus	aryl hydrocarbon receptor nuclear translocator(Arnt)
1443897_at	13198	Mus musculus	DNA-damage inducible transcript 3(Ddit3)
1437167_at	50876	Mus musculus	tropomodulin 2(Tmod2)
1418032_at	101142	Mus musculus	integrin alpha FG-GAP repeat containing 2(Itfg2)
1419605_at	17312	Mus musculus	C-type lectin domain family 10, member A(Clec10a)
1423696_a_at	66413	Mus musculus	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6(Psmd6)
1443723_at	226025	Mus musculus	transient receptor potential cation channel, subfamily M, member 3(Trpm3)
1456034_at	76670	Mus musculus	cilia and flagella associated protein 70(Cfap70)
1425427_at	639910	Mus musculus	predicted gene, 20767(Gm20767)
1419483_at	12267	Mus musculus	complement component 3a receptor 1(C3ar1)
1447330_at	58206	Mus musculus	zinc finger and BTB domain containing 32(Zbtb32)
1416559_at	101867	Mus musculus	ribosomal RNA processing 8, methyltransferase, homolog (yeast)(Rrp8)
1434335_at	239667	Mus musculus	disco interacting protein 2 homolog B(Dip2b)
1429567_at	78748	Mus musculus	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10(Rassf10)
1450586_at	12061	Mus musculus	bradykinin receptor, beta 1(Bdkrb1)
1448871_at	26415	Mus musculus	mitogen-activated protein kinase 13(Mapk13)
1446102_at	52208	Mus musculus	DNA segment, Chr 9, ERATO Doi 292, expressed(D9Ertd292e)
1445390_at	114774	Mus musculus	PRKC, apoptosis, WT1, regulator(Pawr)
1457030_at	100040724	Mus musculus	miRNA containing gene(Mirg)
1447203_at	102635744	Mus musculus	predicted gene 28729(Gm28729)
1439342_at	270166	Mus musculus	caseinolytic mitochondrial matrix peptidase chaperone subunit(Clpx)
1454076_at	74511	Mus musculus	leucine rich repeat containing 17(Lrrc17)
1433772_at	110920	Mus musculus	heat shock protein 70 family, member 13(Hspa13)
1450866_a_at	27397	Mus musculus	mitochondrial ribosomal protein L17(Mrpl17)
1426451_at	100042074	Mus musculus	predicted gene 3650(Gm3650)
1457092_at	320265	Mus musculus	family with sequence similarity 19, member A1(Fam19a1)
1459661_at	195208	Mus musculus	doublecortin domain containing 2a(Dcdc2a)
1437706_x_at	20044	Mus musculus	ribosomal protein S14(Rps14)
1453738_at	77422	Mus musculus	RIKEN cDNA C330018D20 gene(C330018D20Rik)
1427250_at	11938	Mus musculus	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2(Atp2a2)
1430814_at	71754	Mus musculus	cytochrome P450, family 2, subfamily d, polypeptide 40(Cyp2d40)
1437377_a_at	216151	Mus musculus	polymerase (RNA) mitochondrial (DNA directed)(Polrmt)
1421030_at	22722	Mus musculus	zinc finger protein 64(Zfp64)
1418717_at	64658	Mus musculus	mitochondrial ribosomal protein S25(Mrps25)
1421190_at	14402	Mus musculus	gamma-aminobutyric acid (GABA) A receptor, subunit beta 3(Gabrb3)
1415931_at	16002	Mus musculus	insulin-like growth factor 2(Igf2)
1424858_at	217666	Mus musculus	L-2-hydroxyglutarate dehydrogenase(L2hgdh)
1429642_at	67492	Mus musculus	zinc finger, AN1-type domain 4(Zfand4)
1423762_at	72113	Mus musculus	aarF domain containing kinase 1(Adck1)
1453672_at	72712	Mus musculus	RIKEN cDNA 2810038L03 gene(2810038L03Rik)
1418617_x_at	12745	Mus musculus	calmegin(Clgn)
1433257_at	77919	Mus musculus	RIKEN cDNA A330102K18 gene(A330102K18Rik)
1423403_at	26390	Mus musculus	mitogen-activated protein kinase binding protein 1(Mapkbp1)
1423070_at	100043184	Mus musculus	predicted gene 11703(Gm11703)
1419078_at	18080	Mus musculus	ninein(Nin)
1452495_at	13522	Mus musculus	a disintegrin and metallopeptidase domain 28(Adam28)
1447965_at	97458	Mus musculus	expressed sequence C80012(C80012)
1455718_at	329972	Mus musculus	spermatogenesis associated 21(Spata21)
1451689_a_at	20665	Mus musculus	SRY (sex determining region Y)-box 10(Sox10)
1433725_at	11479	Mus musculus	activin A receptor, type 1B(Acvr1b)
1440146_at	271564	Mus musculus	vacuolar protein sorting 13A(Vps13a)
1439612_at	12287	Mus musculus	calcium channel, voltage-dependent, N type, alpha 1B subunit(Cacna1b)
1415948_at	433375	Mus musculus	cellular repressor of E1A-stimulated genes 1(Creg1)
1450566_at	16187	Mus musculus	interleukin 3(Il3)
1455135_at	66300	Mus musculus	InaF motif containing 1(Inafm1)
1455857_a_at	76338	Mus musculus	RAB2B, member RAS oncogene family(Rab2b)
1427725_a_at	18987	Mus musculus	POU domain, class 2, transcription factor 2(Pou2f2)
1450715_at	13077	Mus musculus	cytochrome P450, family 1, subfamily a, polypeptide 2(Cyp1a2)
1451204_at	71145	Mus musculus	scavenger receptor class A, member 5(Scara5)
1446986_at	545474	Mus musculus	scratch family zinc finger 2(Scrt2)
1430697_at	56068	Mus musculus	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1(Ammecr1)
1453222_at	382034	Mus musculus	genetic suppressor element 1, coiled-coil protein(Gse1)
1460388_at	217700	Mus musculus	acyl-CoA thioesterase 6(Acot6)
1419633_at	22255	Mus musculus	UNC homeobox(Uncx)
1419765_at	71745	Mus musculus	cullin 2(Cul2)
1426802_at	20362	Mus musculus	septin 8(Sept8)
1421148_a_at	21843	Mus musculus	Tia1 cytotoxic granule-associated RNA binding protein-like 1(Tial1)
1456451_at	101434	Mus musculus	carcinoembryonic antigen-related cell adhesion molecule 15(Ceacam15)
1418675_at	18414	Mus musculus	oncostatin M receptor(Osmr)
1447150_at	105689	Mus musculus	MYC binding protein 2(Mycbp2)
1452112_a_at	66704	Mus musculus	RNA binding motif protein 4B(Rbm4b)
1460284_at	56384	Mus musculus	leucine zipper-EF-hand containing transmembrane protein 1(Letm1)
1440539_at	76775	Mus musculus	solute carrier family 10 (sodium/bile acid cotransporter family), member 7(Slc10a7)
1450627_at	11732	Mus musculus	progressive ankylosis(Ank)
1418166_at	16161	Mus musculus	interleukin 12 receptor, beta 1(Il12rb1)
1436437_at	225923	Mus musculus	oocyte secreted protein 3(Oosp3)
1418844_at	102580	Mus musculus	asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase)(Alg9)
1419119_at	23900	Mus musculus	hematopoietic cell signal transducer(Hcst)
1421063_s_at	20646	Mus musculus	small nuclear ribonucleoprotein N(Snrpn)
1424924_at	140740	Mus musculus	SEC63-like (S. cerevisiae)(Sec63)
1416717_at	22024	Mus musculus	cysteine-rich secretory protein 2(Crisp2)
1439610_at	80718	Mus musculus	RAB27B, member RAS oncogene family(Rab27b)
1450501_at	16398	Mus musculus	integrin alpha 2(Itga2)
1418119_at	60365	Mus musculus	RNA binding motif protein 8a(Rbm8a)
1443014_at	74574	Mus musculus	laeverin(Lvrn)
1437931_at	384059	Mus musculus	toll-like receptor 12(Tlr12)
1433664_at	109161	Mus musculus	ubiquitin-conjugating enzyme E2Q family member 2(Ube2q2)
1429521_at	67667	Mus musculus	alkB homolog 8, tRNA methyltransferase(Alkbh8)
1433330_at	71042	Mus musculus	RIKEN cDNA 4933401J01 gene(4933401J01Rik)
1456015_x_at	17995	Mus musculus	NADH dehydrogenase (ubiquinone) flavoprotein 1(Ndufv1)
1419305_a_at	66153	Mus musculus	F-box protein 36(Fbxo36)
1434781_at	214063	Mus musculus	DnaJ heat shock protein family (Hsp40) member C16(Dnajc16)
1440603_at	208372	Mus musculus	ankyrin repeat and SOCS box-containing 18(Asb18)
1420590_at	15116	Mus musculus	hyaluronan synthase1(Has1)
1436477_x_at	59021	Mus musculus	RAB2A, member RAS oncogene family(Rab2a)
1432047_at	109294	Mus musculus	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2(Prex2)
1448570_at	63985	Mus musculus	glia maturation factor, beta(Gmfb)
1421870_at	80985	Mus musculus	tripartite motif-containing 44(Trim44)
1423233_at	12609	Mus musculus	CCAAT/enhancer binding protein (C/EBP), delta(Cebpd)
1427400_at	16814	Mus musculus	ladybird homeobox homolog 1 (Drosophila)(Lbx1)
1433859_at	225280	Mus musculus	INO80 complex subunit C(Ino80c)
1418537_at	67441	Mus musculus	isochorismatase domain containing 2b(Isoc2b)
1445455_at	52198	Mus musculus	DNA segment, Chr 3, ERATO Doi 270, expressed(D3Ertd270e)
1416241_at	110379	Mus musculus	SEC13 homolog, nuclear pore and COPII coat complex component(Sec13)
1438098_at	224997	Mus musculus	discs, large (Drosophila) homolog-associated protein 1(Dlgap1)
1457441_at	13591	Mus musculus	early B cell factor 1(Ebf1)
1437313_x_at	97165	Mus musculus	high mobility group box 2(Hmgb2)
1418426_at	71828	Mus musculus	general transcription factor IIA, 1-like(Gtf2a1l)
1440329_s_at	67769	Mus musculus	G patch domain containing 2(Gpatch2)
1425571_at	27218	Mus musculus	signaling lymphocytic activation molecule family member 1(Slamf1)
1421012_at	20818	Mus musculus	signal recognition particle receptor, B subunit(Srprb)
1450365_at	170947	Mus musculus	myozenin 3(Myoz3)
1453882_at	73324	Mus musculus	clathrin heavy chain linker domain containing 1(Clhc1)
1443646_at	242050	Mus musculus	immunoglobulin superfamily, member 10(Igsf10)
1416989_at	68299	Mus musculus	VPS53 GARP complex subunit(Vps53)
1431685_at	75335	Mus musculus	RIKEN cDNA 4930549O18 gene(4930549O18Rik)
1441395_at	102675	Mus musculus	expressed sequence AU021933(AU021933)
1423518_at	12988	Mus musculus	c-src tyrosine kinase(Csk)
1440510_at	319707	Mus musculus	RIKEN cDNA C430002N11 gene(C430002N11Rik)
1425505_at	107589	Mus musculus	myosin, light polypeptide kinase(Mylk)
1429248_at	68020	Mus musculus	apoptogenic, mitochondrial 1(Apopt1)
1422240_s_at	20762	Mus musculus	small proline-rich protein 2H(Sprr2h)
1452919_a_at	67078	Mus musculus	phosphoglycolate phosphatase(Pgp)
1440965_at	327942	Mus musculus	phosphatidylinositol glycan anchor biosynthesis, class L(Pigl)
1422831_at	14119	Mus musculus	fibrillin 2(Fbn2)
1435863_at	66200	Mus musculus	COMM domain containing 6(Commd6)
1424768_at	109624	Mus musculus	caldesmon 1(Cald1)
1460202_at	59011	Mus musculus	myozenin 1(Myoz1)
1440241_at	17364	Mus musculus	transient receptor potential cation channel, subfamily M, member 1(Trpm1)
1443618_at	68070	Mus musculus	PDZ domain containing 2(Pdzd2)
1451190_a_at	104175	Mus musculus	SH3-binding kinase 1(Sbk1)
1428884_at	66146	Mus musculus	transmembrane protein 57(Tmem57)
1455425_at	52463	Mus musculus	tet methylcytosine dioxygenase 1(Tet1)
1434201_at	83453	Mus musculus	chordin-like 1(Chrdl1)
1433454_at	99382	Mus musculus	ankyrin repeat and BTB (POZ) domain containing 2(Abtb2)
1445557_at	67672	Mus musculus	RIKEN cDNA 0610040B10 gene(0610040B10Rik)
1452055_at	227292	Mus musculus	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1(Ctdsp1)
1425947_at	15978	Mus musculus	interferon gamma(Ifng)
1424788_at	215194	Mus musculus	KRI1 homolog(Kri1)
1415875_at	109163	Mus musculus	RIKEN cDNA 3010003L21 gene(3010003L21Rik)
1449705_x_at	17215	Mus musculus	minichromosome maintenance complex component 3(Mcm3)
1443679_at	68273	Mus musculus	protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase(Pomgnt1)
1426134_at	76757	Mus musculus	triadin(Trdn)
1427730_a_at	22661	Mus musculus	zinc finger protein 148(Zfp148)
1427684_at	101055709	Mus musculus	zinc finger protein 264(Zfp264)
1434462_at	382010	Mus musculus	centrosomal protein 44(Cep44)
1452145_at	100198	Mus musculus	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)(H6pd)
1432859_at	77991	Mus musculus	RIKEN cDNA D730048M19 gene(D730048M19Rik)
1433100_at	71512	Mus musculus	RIKEN cDNA 9030419F21 gene(9030419F21Rik)
1428000_at	212090	Mus musculus	transmembrane protein 60(Tmem60)
1436951_x_at	98258	Mus musculus	thioredoxin domain containing 9(Txndc9)
1427591_at	12723	Mus musculus	chloride channel, voltage-sensitive 1(Clcn1)
1437368_at	14885	Mus musculus	general transcription factor II H, polypeptide 4(Gtf2h4)
1455516_at	77771	Mus musculus	cysteine-serine-rich nuclear protein 3(Csrnp3)
1429296_at	19325	Mus musculus	RAB10, member RAS oncogene family(Rab10)
1459831_s_at	67356	Mus musculus	transmembrane and coiled-coil domains 5(Tmco5)
1451009_at	67504	Mus musculus	ring finger protein 151(Rnf151)
1439266_a_at	67005	Mus musculus	polymerase (RNA) III (DNA directed) polypeptide K(Polr3k)
1454988_s_at	19334	Mus musculus	RAB22A, member RAS oncogene family(Rab22a)
1453516_at	70980	Mus musculus	RIKEN cDNA 4931431F19 gene(4931431F19Rik)
1456368_at	214321	Mus musculus	predicted gene 4787(Gm4787)
1448315_a_at	69051	Mus musculus	pyrroline-5-carboxylate reductase family, member 2(Pycr2)
1433555_at	74427	Mus musculus	ELL associated factor 1(Eaf1)
1450354_a_at	27388	Mus musculus	phosphatidylserine synthase 2(Ptdss2)
1449063_at	20333	Mus musculus	SEC22 homolog B, vesicle trafficking protein(Sec22b)
1450304_at	16642	Mus musculus	killer cell lectin-like receptor subfamily C, member 2(Klrc2)
1442176_at	71371	Mus musculus	AT rich interactive domain 5B (MRF1-like)(Arid5b)
1415711_at	211673	Mus musculus	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)(Arfgef1)
1434890_at	74143	Mus musculus	optic atrophy 1(Opa1)
1449251_at	17986	Mus musculus	Norrie disease (pseudoglioma) (human)(Ndp)
1435989_x_at	16691	Mus musculus	keratin 8(Krt8)
1445528_at	114304	Mus musculus	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3(Slc28a3)
1436699_x_at	19899	Mus musculus	ribosomal protein L18(Rpl18)
1452816_at	71876	Mus musculus	centromere protein U(Cenpu)
1443861_at	68178	Mus musculus	cingulin-like 1(Cgnl1)
1456848_at	72140	Mus musculus	centrosomal protein 89(Cep89)
1423693_at	109901	Mus musculus	chymotrypsin-like elastase family, member 1(Cela1)
1417402_at	68936	Mus musculus	small integral membrane protein 11(Smim11)
1432077_at	101185	Mus musculus	protection of telomeres 1A(Pot1a)
1454349_at	72837	Mus musculus	RIKEN cDNA 2810487C13 gene(2810487C13Rik)
1437301_a_at	13542	Mus musculus	dishevelled segment polarity protein 1(Dvl1)
1429976_at	76499	Mus musculus	CLIP associating protein 2(Clasp2)
1423328_at	14545	Mus musculus	ganglioside-induced differentiation-associated-protein 1(Gdap1)
1450931_at	105445	Mus musculus	dedicator of cytokinesis 9(Dock9)
1419565_a_at	22764	Mus musculus	zinc finger protein X-linked(Zfx)
1415838_at	56442	Mus musculus	serine incorporator 1(Serinc1)
1419454_x_at	17344	Mus musculus	protein inhibitor of activated STAT 2(Pias2)
1454100_at	74910	Mus musculus	RIKEN cDNA 4930480E11 gene(4930480E11Rik)
1436328_at	67897	Mus musculus	RNA (guanine-7-) methyltransferase(Rnmt)
1448606_at	14745	Mus musculus	lysophosphatidic acid receptor 1(Lpar1)
1426716_at	100121	Mus musculus	tudor domain containing 7(Tdrd7)
1426505_at	101488212	Mus musculus	predicted gene 21975(Gm21975)
1430535_at	72033	Mus musculus	TSC22 domain family, member 2(Tsc22d2)
1422618_x_at	100039003	Mus musculus	predicted pseudogene 2005(Gm2005)
1437034_x_at	17118	Mus musculus	myristoylated alanine rich protein kinase C substrate(Marcks)
1422518_at	12361	Mus musculus	calcium/calmodulin-dependent serine protein kinase (MAGUK family)(Cask)
1430746_at	68791	Mus musculus	RIKEN cDNA 1110050P16 gene(1110050P16Rik)
1454185_at	71209	Mus musculus	RIKEN cDNA 4933436E23 gene(4933436E23Rik)
1459981_s_at	229675	Mus musculus	rosbin, round spermatid basic protein 1(Rsbn1)
1429429_s_at	319263	Mus musculus	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1(Pcmtd1)
1419244_a_at	68365	Mus musculus	RAB14, member RAS oncogene family(Rab14)
1426911_at	13506	Mus musculus	desmocollin 2(Dsc2)
1452218_at	104479	Mus musculus	coiled-coil domain containing 117(Ccdc117)
1455678_at	20352	Mus musculus	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B(Sema4b)
1417042_at	14385	Mus musculus	solute carrier family 37 (glucose-6-phosphate transporter), member 4(Slc37a4)
1418271_at	59058	Mus musculus	basic helix-loop-helix family, member e22(Bhlhe22)
1426233_at	26398	Mus musculus	mitogen-activated protein kinase kinase 4(Map2k4)
1432257_at	74236	Mus musculus	gasdermin C-like 1(Gsdmcl1)
1446619_at	320628	Mus musculus	RIKEN cDNA A130038J17 gene(A130038J17Rik)
1420235_at	68021	Mus musculus	biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen)(Bphl)
1437098_x_at	620631	Mus musculus	tetratricopeptide repeat domain 30A2(Ttc30a2)
1431100_at	320435	Mus musculus	Ras and Rab interactor-like(Rinl)
1441352_at	320811	Mus musculus	RIKEN cDNA 9430034N14 gene(9430034N14Rik)
1447480_at	14169	Mus musculus	fibroblast growth factor 14(Fgf14)
1436223_at	320910	Mus musculus	integrin beta 8(Itgb8)
1426869_at	117606	Mus musculus	biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein(Boc)
1443277_at	83398	Mus musculus	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3(Ndst3)
1437316_at	235612	Mus musculus	F-box and WD-40 domain protein 19(Fbxw19)
1416560_at	114644	Mus musculus	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3(Slc13a3)
1448759_at	16185	Mus musculus	interleukin 2 receptor, beta chain(Il2rb)
1424466_at	226432	Mus musculus	importin 9(Ipo9)
1441569_at	320082	Mus musculus	F-box and WD-40 domain protein 21(Fbxw21)
1444557_at	22218	Mus musculus	small ubiquitin-like modifier 1(Sumo1)
1429320_at	70925	Mus musculus	CDKN2A interacting protein(Cdkn2aip)
1418210_at	18645	Mus musculus	profilin 2(Pfn2)
1426026_at	68879	Mus musculus	pre-mRNA splicing factor 6(Prpf6)
1427133_s_at	14725	Mus musculus	low density lipoprotein receptor-related protein 2(Lrp2)
1459812_x_at	21912	Mus musculus	tetraspanin 7(Tspan7)
1451011_at	140482	Mus musculus	zinc finger protein 358(Zfp358)
1447932_at	66983	Mus musculus	zinc finger protein 830(Zfp830)
1448667_x_at	57259	Mus musculus	transducer of ERBB2, 2(Tob2)
1451948_at	620017	Mus musculus	immunoglobulin kappa variable 5-39(Igkv5-39)
1436905_x_at	16792	Mus musculus	lysosomal-associated protein transmembrane 5(Laptm5)
1429635_at	70054	Mus musculus	coiled-coil domain containing 89(Ccdc89)
1435477_s_at	14130	Mus musculus	Fc receptor, IgG, low affinity IIb(Fcgr2b)
1418120_at	60365	Mus musculus	RNA binding motif protein 8a(Rbm8a)
1450339_a_at	58208	Mus musculus	B cell leukemia/lymphoma 11B(Bcl11b)
