affy	entrez	Species	Gene Name
1457395_at	78286	Mus musculus	neuron navigator 2(Nav2)
1454687_at	238205	Mus musculus	leucine rich repeat and fibronectin type III domain containing 5(Lrfn5)
1418035_a_at	19076	Mus musculus	DNA primase, p58 subunit(Prim2)
1422446_x_at	16334	Mus musculus	insulin II(Ins2)
1459990_at	12305	Mus musculus	discoidin domain receptor family, member 1(Ddr1)
1459398_at	67245	Mus musculus	pellino 1(Peli1)
1424839_a_at	72181	Mus musculus	NOL1/NOP2/Sun domain family, member 4(Nsun4)
1442864_at	26379	Mus musculus	estrogen related receptor, alpha(Esrra)
1432966_at	70838	Mus musculus	RIKEN cDNA 4921507H08 gene(4921507H08Rik)
1432719_at	74607	Mus musculus	RIKEN cDNA 4833412K13 gene(4833412K13Rik)
1428075_at	100041273	Mus musculus	predicted pseudogene 3244(Gm3244)
1419210_at	15465	Mus musculus	histamine receptor H1(Hrh1)
1441017_at	142682	Mus musculus	zinc finger, CCHC domain containing 14(Zcchc14)
1427085_at	69961	Mus musculus	ribonuclease P/MRP 25 subunit-like(Rpp25l)
1430399_at	72836	Mus musculus	protection of telomeres 1B(Pot1b)
1419760_a_at	53858	Mus musculus	RWD domain containing 2B(Rwdd2b)
1427928_s_at	228812	Mus musculus	phosphatidylinositol glycan anchor biosynthesis, class U(Pigu)
1441170_a_at	69601	Mus musculus	disabled 2 interacting protein(Dab2ip)
1416033_at	68539	Mus musculus	transmembrane protein 109(Tmem109)
1421680_at	77922	Mus musculus	RIKEN cDNA A030005L19 gene(A030005L19Rik)
1456909_at	14751	Mus musculus	glucose phosphate isomerase 1(Gpi1)
1429355_at	70426	Mus musculus	tektin 5(Tekt5)
1454931_at	386655	Mus musculus	EP300 interacting inhibitor of differentiation 2(Eid2)
1423016_a_at	14934	Mus musculus	glycophorin A(Gypa)
1415858_at	56347	Mus musculus	eukaryotic translation initiation factor 3, subunit C(Eif3c)
1423367_at	22421	Mus musculus	wingless-type MMTV integration site family, member 7A(Wnt7a)
1423684_at	15387	Mus musculus	heterogeneous nuclear ribonucleoprotein K(Hnrnpk)
1459051_at	109050	Mus musculus	family with sequence similarity 212, member B(Fam212b)
1418868_at	13799	Mus musculus	engrailed 2(En2)
1422448_at	21785	Mus musculus	trefoil factor 2 (spasmolytic protein 1)(Tff2)
1436217_at	22661	Mus musculus	zinc finger protein 148(Zfp148)
1432036_at	71244	Mus musculus	RIKEN cDNA 4933436H12 gene(4933436H12Rik)
1424472_at	230082	Mus musculus	nucleolar protein family 6 (RNA-associated)(Nol6)
1433123_at	72968	Mus musculus	RIKEN cDNA 2900069G24 gene(2900069G24Rik)
1457714_at	66359	Mus musculus	COX20 Cox2 chaperone(Cox20)
1445970_at	100830	Mus musculus	expressed sequence AU022526(AU022526)
1419541_at	67395	Mus musculus	protein phosphatase 1, regulatory (inhibitor) subunit 2, pseudogene 9(Ppp1r2-ps9)
1416596_at	70129	Mus musculus	solute carrier family 44, member 4(Slc44a4)
1444436_at	15500	Mus musculus	heat shock factor 2(Hsf2)
1456124_x_at	20944	Mus musculus	seminal vesicle secretory protein 5(Svs5)
1422160_at	15042	Mus musculus	histocompatibility 2, T region locus 24(H2-T24)
1416414_at	100952	Mus musculus	elastin microfibril interfacer 1(Emilin1)
1438021_at	245945	Mus musculus	RNA binding motif protein 47(Rbm47)
1426972_at	69608	Mus musculus	Sec24 related gene family, member D (S. cerevisiae)(Sec24d)
1454794_at	50850	Mus musculus	spastin(Spast)
1441619_at	243906	Mus musculus	zinc finger protein 14(Zfp14)
1451492_at	77799	Mus musculus	Src-like-adaptor 2(Sla2)
1429605_at	75196	Mus musculus	ankyrin repeat domain 7(Ankrd7)
1437668_at	252837	Mus musculus	atypical chemokine receptor 4(Ackr4)
1429138_at	27386	Mus musculus	neuronal PAS domain protein 3(Npas3)
1417826_at	56043	Mus musculus	aldo-keto reductase family 1, member E1(Akr1e1)
1454009_at	69349	Mus musculus	RIKEN cDNA 1700008O03 gene(1700008O03Rik)
1435844_at	380977	Mus musculus	RIKEN cDNA A330009N23 gene(A330009N23Rik)
1455894_at	217057	Mus musculus	peptidyl-tRNA hydrolase 2(Ptrh2)
1419416_a_at	19411	Mus musculus	retinoic acid receptor, gamma(Rarg)
1427588_a_at	13527	Mus musculus	dystrobrevin alpha(Dtna)
1420559_a_at	20429	Mus musculus	short stature homeobox 2(Shox2)
1459841_x_at	16792	Mus musculus	lysosomal-associated protein transmembrane 5(Laptm5)
1434208_at	108937	Mus musculus	ring finger protein 169(Rnf169)
1417514_at	99167	Mus musculus	synovial sarcoma, X breakpoint 2 interacting protein(Ssx2ip)
1427301_at	12506	Mus musculus	CD48 antigen(Cd48)
1455906_at	338363	Mus musculus	transmembrane protein 241(Tmem241)
1442342_at	83395	Mus musculus	trans-acting transcription factor 6(Sp6)
1456409_at	100316727	Mus musculus	microRNA 2139(Mir2139)
1417384_at	12499	Mus musculus	ectonucleoside triphosphate diphosphohydrolase 5(Entpd5)
1433129_at	72956	Mus musculus	RIKEN cDNA 2900040J22 gene(2900040J22Rik)
1416492_at	12447	Mus musculus	cyclin E1(Ccne1)
1425153_at	17882	Mus musculus	myosin, heavy polypeptide 2, skeletal muscle, adult(Myh2)
1437652_at	20360	Mus musculus	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C(Sema6c)
1446376_at	72508	Mus musculus	ribosomal protein S6 kinase, polypeptide 1(Rps6kb1)
1446965_at	69632	Mus musculus	Rho guanine nucleotide exchange factor (GEF) 12(Arhgef12)
1424025_at	215751	Mus musculus	glycoprotein integral membrane 1(Ginm1)
1432786_at	73766	Mus musculus	RIKEN cDNA 4833420D23 gene(4833420D23Rik)
1418066_at	12632	Mus musculus	cofilin 2, muscle(Cfl2)
1435412_at	75459	Mus musculus	synaptonemal complex central element protein 3(Syce3)
1428677_at	71968	Mus musculus	WD repeat domain 73(Wdr73)
1455589_at	73540	Mus musculus	RIKEN cDNA 1700100M05 gene(1700100M05Rik)
1422884_at	67332	Mus musculus	small nuclear ribonucleoprotein D3(Snrpd3)
1444734_at	399632	Mus musculus	RIKEN cDNA A330001L22 gene(A330001L22Rik)
1426231_at	74199	Mus musculus	vitrin(Vit)
1436883_at	270669	Mus musculus	membrane-bound transcription factor peptidase, site 2(Mbtps2)
1423294_at	17294	Mus musculus	mesoderm specific transcript(Mest)
1451617_at	212541	Mus musculus	rhodopsin(Rho)
1455730_at	218977	Mus musculus	discs, large (Drosophila) homolog-associated protein 5(Dlgap5)
1419359_at	192231	Mus musculus	hexamethylene bis-acetamide inducible 1(Hexim1)
1433504_at	110078	Mus musculus	brain glycogen phosphorylase(Pygb)
1438157_s_at	18035	Mus musculus	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha(Nfkbia)
1437750_at	72309	Mus musculus	transmembrane protein 158(Tmem158)
1455866_x_at	53382	Mus musculus	thioredoxin-like 1(Txnl1)
1434326_x_at	235431	Mus musculus	coronin, actin binding protein, 2B(Coro2b)
1435354_at	16516	Mus musculus	potassium inwardly-rectifying channel, subfamily J, member 15(Kcnj15)
1427864_at	15077	Mus musculus	histone cluster 2, H3c1(Hist2h3c1)
1457187_at	320482	Mus musculus	non-protein coding RNA, repressor of NFAT(Nron)
1431866_at	78916	Mus musculus	RIKEN cDNA 4930425K24 gene(4930425K24Rik)
1428333_at	76219	Mus musculus	adipocyte-related X-chromosome expressed sequence 1(Arxes1)
1418213_at	94179	Mus musculus	keratin 23(Krt23)
1423007_a_at	14586	Mus musculus	glial cell line derived neurotrophic factor family receptor alpha 2(Gfra2)
1427465_at	98660	Mus musculus	ATPase, Na+/K+ transporting, alpha 2 polypeptide(Atp1a2)
1441115_at	52492	Mus musculus	DNA segment, Chr 18, ERATO Doi 232, expressed(D18Ertd232e)
1431805_a_at	52428	Mus musculus	rhophilin, Rho GTPase binding protein 2(Rhpn2)
1456333_a_at	11856	Mus musculus	Rho GTPase activating protein 6(Arhgap6)
1438878_at	320480	Mus musculus	RIKEN cDNA 6430537K16 gene(6430537K16Rik)
1418725_at	66326	Mus musculus	DnaJ heat shock protein family (Hsp40) member C5 beta(Dnajc5b)
1420176_x_at	16136	Mus musculus	immunoglobulin lambda-like polypeptide 1(Igll1)
1459723_at	238331	Mus musculus	zinc finger, DHHC-type containing 22(Zdhhc22)
1449476_at	26448	Mus musculus	MOK protein kinase(Mok)
1453492_at	329795	Mus musculus	transmembrane protein 67(Tmem67)
1458232_at	13380	Mus musculus	dickkopf WNT signaling pathway inhibitor 1(Dkk1)
1424406_at	94044	Mus musculus	BCL2-like 13 (apoptosis facilitator)(Bcl2l13)
1435196_at	18212	Mus musculus	neurotrophic tyrosine kinase, receptor, type 2(Ntrk2)
1417309_at	57259	Mus musculus	transducer of ERBB2, 2(Tob2)
1437106_at	214899	Mus musculus	lysine (K)-specific demethylase 5A(Kdm5a)
1451449_at	66753	Mus musculus	endoplasmic reticulum lectin 1(Erlec1)
1415697_at	23881	Mus musculus	GTPase activating protein (SH3 domain) binding protein 2(G3bp2)
1444076_at	224694	Mus musculus	zinc finger protein 81(Zfp81)
1458422_at	269094	Mus musculus	RIKEN cDNA D730002M21 gene(D730002M21Rik)
1415869_a_at	21849	Mus musculus	tripartite motif-containing 28(Trim28)
1426528_at	18187	Mus musculus	neuropilin 2(Nrp2)
1437746_at	74342	Mus musculus	leucine rich repeat transmembrane neuronal 1(Lrrtm1)
1427374_at	666339	Mus musculus	mucin 3, intestinal(Muc3)
1447831_s_at	54384	Mus musculus	myotubularin related protein 7(Mtmr7)
1448369_at	18969	Mus musculus	polymerase (DNA directed), alpha 2(Pola2)
1419672_at	20745	Mus musculus	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1(Spock1)
1434327_at	434234	Mus musculus	RIKEN cDNA 2610020H08 gene(2610020H08Rik)
1455785_at	16485	Mus musculus	potassium voltage-gated channel, shaker-related subfamily, member 1(Kcna1)
1447352_at	100039095	Mus musculus	predicted gene 2044(Gm2044)
1436225_at	28240	Mus musculus	transient receptor potential cation channel, subfamily M, member 2(Trpm2)
1421064_at	56217	Mus musculus	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)(Mpp5)
1425835_a_at	70508	Mus musculus	bobby sox homolog (Drosophila)(Bbx)
1419461_at	67053	Mus musculus	ribonuclease P 14 subunit(Rpp14)
1458327_x_at	231583	Mus musculus	solute carrier family 26 (sulfate transporter), member 1(Slc26a1)
1435206_at	238384	Mus musculus	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4(Slc24a4)
1438248_at	18552	Mus musculus	proprotein convertase subtilisin/kexin type 5(Pcsk5)
1425411_at	11861	Mus musculus	ADP-ribosylation factor-like 4A(Arl4a)
1457509_at	243272	Mus musculus	strawberry notch homolog 1 (Drosophila)(Sbno1)
1455209_at	18534	Mus musculus	phosphoenolpyruvate carboxykinase 1, cytosolic(Pck1)
1416086_at	22022	Mus musculus	protein-tyrosine sulfotransferase 2(Tpst2)
1433190_at	71252	Mus musculus	RIKEN cDNA 4933433N18 gene(4933433N18Rik)
1433248_at	70213	Mus musculus	RIKEN cDNA 2310075M01 gene(2310075M01Rik)
1425391_a_at	79196	Mus musculus	oxysterol binding protein-like 5(Osbpl5)
1426358_at	216965	Mus musculus	TAO kinase 1(Taok1)
1426659_a_at	100041478	Mus musculus	predicted pseudogene 3362(Gm3362)
1423437_at	14859	Mus musculus	glutathione S-transferase, alpha 3(Gsta3)
1416745_x_at	107652	Mus musculus	UDP-N-acetylglucosamine pyrophosphorylase 1(Uap1)
1434520_at	235293	Mus musculus	sterol-C5-desaturase(Sc5d)
1424932_at	13649	Mus musculus	epidermal growth factor receptor(Egfr)
1440112_at	216028	Mus musculus	leucine rich repeat transmembrane neuronal 3(Lrrtm3)
1428007_at	268905	Mus musculus	keratin associated protein 13-1(Krtap13-1)
1447570_s_at	68164	Mus musculus	RIKEN cDNA A430106A12 gene(A430106A12Rik)
1435445_at	72949	Mus musculus	cyclin T2(Ccnt2)
1448008_at	108857	Mus musculus	ankyrin repeat and KH domain containing 1(Ankhd1)
1436413_at	14302	Mus musculus	fyn-related kinase(Frk)
1422699_at	11684	Mus musculus	arachidonate 12-lipoxygenase(Alox12)
1449393_at	20400	Mus musculus	SH2 domain containing 1A(Sh2d1a)
1450607_s_at	171530	Mus musculus	urocortin 2(Ucn2)
1459012_at	320330	Mus musculus	RIKEN cDNA A730041O05 gene(A730041O05Rik)
1429469_at	68074	Mus musculus	RIKEN cDNA A930013F10 gene(A930013F10Rik)
1439539_at	170829	Mus musculus	translocating chain-associating membrane protein 2(Tram2)
1443135_at	102339	Mus musculus	component of oligomeric golgi complex 4(Cog4)
1434264_at	109676	Mus musculus	ankyrin 2, brain(Ank2)
1422749_at	68468	Mus musculus	lymphocyte antigen 6 complex, locus G6C(Ly6g6c)
1428126_a_at	382423	Mus musculus	ataxin 7-like 3B(Atxn7l3b)
1458397_at	622208	Mus musculus	predicted gene 6297(Gm6297)
1453127_at	71887	Mus musculus	protein phosphatase 1J(Ppm1j)
1459586_at	97452	Mus musculus	expressed sequence C78452(C78452)
1455987_at	53421	Mus musculus	Sec61 alpha 1 subunit (S. cerevisiae)(Sec61a1)
1422991_at	18707	Mus musculus	phosphatidylinositol 3-kinase catalytic delta polypeptide(Pik3cd)
1448688_at	27205	Mus musculus	podocalyxin-like(Podxl)
1452159_at	71881	Mus musculus	adipocyte plasma membrane associated protein(Apmap)
1427570_at	67398	Mus musculus	signal recognition particle receptor ('docking protein')(Srpr)
1429801_at	71901	Mus musculus	family with sequence similarity 219, member A(Fam219a)
1436793_at	240690	Mus musculus	suppression of tumorigenicity 18(St18)
1455775_at	237411	Mus musculus	zinc finger protein 938(Zfp938)
1437203_at	104836	Mus musculus	Casitas B-lineage lymphoma-like 1(Cbll1)
1432821_at	73181	Mus musculus	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4(Nfatc4)
1433627_at	207352	Mus musculus	Sec23 interacting protein(Sec23ip)
1452867_at	68018	Mus musculus	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein(Col4a3bp)
1449892_at	67328	Mus musculus	lysozyme-like 1(Lyzl1)
1452001_at	18022	Mus musculus	nuclear factor, erythroid derived 2(Nfe2)
1420912_at	93736	Mus musculus	AF4/FMR2 family, member 4(Aff4)
1446888_at	52108	Mus musculus	DNA segment, Chr 9, ERATO Doi 115, expressed(D9Ertd115e)
1443625_at	70999	Mus musculus	N(alpha)-acetyltransferase 40, NatD catalytic subunit(Naa40)
1427052_at	100705	Mus musculus	acetyl-Coenzyme A carboxylase beta(Acacb)
1419794_at	102633267	Mus musculus	predicted gene, 31133(Gm31133)
1457366_at	71713	Mus musculus	cell division cycle 40(Cdc40)
1420087_at	14365	Mus musculus	frizzled class receptor 3(Fzd3)
1434722_at	229665	Mus musculus	adenosine monophosphate deaminase 1(Ampd1)
1428161_a_at	14004	Mus musculus	coiled-coil-helix-coiled-coil-helix domain containing 2(Chchd2)
1428696_at	76438	Mus musculus	raftlin lipid raft linker 1(Rftn1)
1428104_at	72119	Mus musculus	TPX2, microtubule-associated(Tpx2)
1420346_at	70392	Mus musculus	ankyrin repeat and SOCS box-containing 12(Asb12)
1430620_at	75860	Mus musculus	testis expressed 26(Tex26)
1450664_at	14390	Mus musculus	GA repeat binding protein, alpha(Gabpa)
1427992_a_at	19328	Mus musculus	RAB12, member RAS oncogene family(Rab12)
1438701_at	12121	Mus musculus	bicaudal D homolog 1 (Drosophila)(Bicd1)
1441964_at	19317	Mus musculus	quaking(Qk)
1455374_at	16519	Mus musculus	potassium inwardly-rectifying channel, subfamily J, member 3(Kcnj3)
1419156_at	20677	Mus musculus	SRY (sex determining region Y)-box 4(Sox4)
1418069_at	11813	Mus musculus	apolipoprotein C-II(Apoc2)
1441836_x_at	74174	Mus musculus	gametocyte specific factor 1(Gtsf1)
1458481_at	245536	Mus musculus	predicted gene 614(Gm614)
1422676_at	57376	Mus musculus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1(Smarce1)
1438881_at	215008	Mus musculus	vezatin, adherens junctions transmembrane protein(Vezt)
1444699_at	70616	Mus musculus	SURP and G patch domain containing 1(Sugp1)
1435536_at	68817	Mus musculus	DNA-damage inducible protein 2(Ddi2)
1436618_at	94282	Mus musculus	sideroflexin 5(Sfxn5)
1454679_at	101994	Mus musculus	chromosome alignment maintaining phosphoprotein 1(Champ1)
1448773_at	328825	Mus musculus	predicted gene 5093(Gm5093)
1437598_at	56490	Mus musculus	zinc finger and BTB domain containing 20(Zbtb20)
1436038_a_at	56176	Mus musculus	phosphatidylinositol glycan anchor biosynthesis, class P(Pigp)
1422378_at	113855	Mus musculus	vomeronasal 1 receptor 40(Vmn1r40)
1460120_at	226251	Mus musculus	actin-binding LIM protein 1(Ablim1)
1424241_at	210148	Mus musculus	solute carrier family 30 (zinc transporter), member 6(Slc30a6)
1433209_at	70386	Mus musculus	RIKEN cDNA 2210017G18 gene(2210017G18Rik)
1422845_at	12330	Mus musculus	calnexin(Canx)
1442131_at	100503166	Mus musculus	RIKEN cDNA 1700048M11 gene(1700048M11Rik)
1447009_at	96987	Mus musculus	expressed sequence C79657(C79657)
1452636_x_at	52856	Mus musculus	mitochondrial ribosome associated GTPase 2(Mtg2)
1449581_at	140703	Mus musculus	EMI domain containing 1(Emid1)
1449822_at	11921	Mus musculus	atonal bHLH transcription factor 1(Atoh1)
1431417_at	67374	Mus musculus	junction adhesion molecule 2(Jam2)
1450529_at	14997	Mus musculus	histocompatibility 2, M region locus 9(H2-M9)
1455044_at	224090	Mus musculus	transmembrane protein 44(Tmem44)
1460135_at	68161	Mus musculus	RIKEN cDNA A930005H10 gene(A930005H10Rik)
1439671_at	74969	Mus musculus	RIKEN cDNA 4930466K18 gene(4930466K18Rik)
1429285_at	71907	Mus musculus	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9(Serpina9)
1454090_at	56075	Mus musculus	prenyl (solanesyl) diphosphate synthase, subunit 1(Pdss1)
1431017_at	105670	Mus musculus	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2(Rcbtb2)
1428626_at	70082	Mus musculus	LysM, putative peptidoglycan-binding, domain containing 2(Lysmd2)
1426480_at	66711	Mus musculus	Shwachman-Bodian-Diamond syndrome homolog (human)(Sbds)
1451342_at	233744	Mus musculus	spondin 1, (f-spondin) extracellular matrix protein(Spon1)
1426292_at	233056	Mus musculus	zinc finger protein 790(Zfp790)
1423039_a_at	66882	Mus musculus	basic leucine zipper and W2 domains 1(Bzw1)
1427245_at	228998	Mus musculus	ADP-ribosylation factor GTPase activating protein 1(Arfgap1)
1435423_x_at	66787	Mus musculus	GSK3B interacting protein(Gskip)
1436482_a_at	20970	Mus musculus	syndecan 3(Sdc3)
1437086_at	17172	Mus musculus	achaete-scute family bHLH transcription factor 1(Ascl1)
1447553_x_at	320360	Mus musculus	RIC3 acetylcholine receptor chaperone(Ric3)
1438717_a_at	99031	Mus musculus	oxysterol binding protein-like 6(Osbpl6)
1423066_at	13435	Mus musculus	DNA methyltransferase 3A(Dnmt3a)
1459088_at	97074	Mus musculus	expressed sequence C79557(C79557)
1449342_at	70757	Mus musculus	3-hydroxyacyl-CoA dehydratase 2(Hacd2)
1447437_at	100503901	Mus musculus	predicted gene, 19950(Gm19950)
1432747_at	71021	Mus musculus	RIKEN cDNA 4933403J19 gene(4933403J19Rik)
1423757_x_at	16010	Mus musculus	insulin-like growth factor binding protein 4(Igfbp4)
1453191_at	373864	Mus musculus	collagen, type XXVII, alpha 1(Col27a1)
1419539_at	50916	Mus musculus	Iroquois related homeobox 4 (Drosophila)(Irx4)
1430373_at	71398	Mus musculus	RIKEN cDNA 5430427O19 gene(5430427O19Rik)
1417877_at	67484	Mus musculus	endonuclease/exonuclease/phosphatase family domain containing 1(Eepd1)
1449550_at	17913	Mus musculus	myosin IC(Myo1c)
1450972_at	67290	Mus musculus	RIKEN cDNA 3110040N11 gene(3110040N11Rik)
1421514_a_at	107815	Mus musculus	sex comb on midleg-like 2 (Drosophila)(Scml2)
1427498_a_at	54141	Mus musculus	sperm associated antigen 5(Spag5)
1416855_at	14451	Mus musculus	growth arrest specific 1(Gas1)
1418366_at	319192	Mus musculus	histone cluster 2, H2aa2(Hist2h2aa2)
1459020_at	229715	Mus musculus	adhesion molecule with Ig like domain 1(Amigo1)
1447420_at	223770	Mus musculus	bromodomain containing 1(Brd1)
1449057_at	23925	Mus musculus	Kell blood group(Kel)
1431910_at	70594	Mus musculus	RIKEN cDNA 5730460C07 gene(5730460C07Rik)
1423717_at	56248	Mus musculus	adenylate kinase 3(Ak3)
1433553_at	99326	Mus musculus	GTPase activating RANGAP domain-like 3(Garnl3)
1420640_at	57748	Mus musculus	junction-mediating and regulatory protein(Jmy)
1427834_at	20712	Mus musculus	serine protease inhibitor 16(Spi16)
1416786_at	11477	Mus musculus	activin A receptor, type 1(Acvr1)
1420458_at	93670	Mus musculus	tachykinin 4(Tac4)
1457710_at	320799	Mus musculus	zinc fingers and homeoboxes 3(Zhx3)
1459951_at	72508	Mus musculus	ribosomal protein S6 kinase, polypeptide 1(Rps6kb1)
1452261_at	268281	Mus musculus	SNF2 histone linker PHD RING helicase(Shprh)
1417198_at	52357	Mus musculus	WW, C2 and coiled-coil domain containing 2(Wwc2)
1417139_at	66934	Mus musculus	DSN1 homolog, MIS12 kinetochore complex component(Dsn1)
1433939_at	16764	Mus musculus	AF4/FMR2 family, member 3(Aff3)
1431971_at	100036520	Mus musculus	GATA binding protein 5, opposite strand(Gata5os)
1445919_at	101942	Mus musculus	expressed sequence AA409261(AA409261)
1417803_at	66183	Mus musculus	serine palmitoyltransferase, small subunit B(Sptssb)
1424555_at	230996	Mus musculus	RIKEN cDNA 9430015G10 gene(9430015G10Rik)
1437712_x_at	109075	Mus musculus	exosome component 4(Exosc4)
1433074_at	70995	Mus musculus	RIKEN cDNA 4931412I15 gene(4931412I15Rik)
1427113_s_at	69737	Mus musculus	tubulin tyrosine ligase(Ttl)
1424220_a_at	53627	Mus musculus	porcupine homolog (Drosophila)(Porcn)
1425611_a_at	13047	Mus musculus	cut-like homeobox 1(Cux1)
1450055_at	26950	Mus musculus	visinin-like 1(Vsnl1)
1430355_a_at	68428	Mus musculus	STEAP family member 3(Steap3)
1457300_at	216549	Mus musculus	aftiphilin(Aftph)
1451361_a_at	241274	Mus musculus	patatin-like phospholipase domain containing 7(Pnpla7)
1453296_at	72341	Mus musculus	elongator acetyltransferase complex subunit 6(Elp6)
1436459_at	240888	Mus musculus	G protein-coupled receptor 161(Gpr161)
1441662_at	81906	Mus musculus	cytochrome P450, family 4, subfamily x, polypeptide 1(Cyp4x1)
1454342_at	77319	Mus musculus	RIKEN cDNA C030007D22 gene(C030007D22Rik)
1417856_at	19698	Mus musculus	avian reticuloendotheliosis viral (v-rel) oncogene related B(Relb)
1424634_at	237052	Mus musculus	transcription elongation factor A (SII)-like 1(Tceal1)
1421547_at	17079	Mus musculus	CD180 antigen(Cd180)
1446748_at	102635638	Mus musculus	uncharacterized LOC102635638(LOC102635638)
1416281_at	66840	Mus musculus	WD repeat domain 45B(Wdr45b)
1438915_at	103012	Mus musculus	functional intergenic repeating RNA element(Firre)
1425949_at	67554	Mus musculus	solute carrier family 25, member 30(Slc25a30)
1455121_at	212391	Mus musculus	ligand dependent nuclear receptor corepressor(Lcor)
1457134_at	20430	Mus musculus	cytoplasmic FMR1 interacting protein 1(Cyfip1)
1454536_at	71027	Mus musculus	transmembrane protein 30C(Tmem30c)
1418099_at	21938	Mus musculus	tumor necrosis factor receptor superfamily, member 1b(Tnfrsf1b)
1418985_at	80281	Mus musculus	CTTNBP2 N-terminal like(Cttnbp2nl)
1451307_at	68463	Mus musculus	mitochondrial ribosomal protein L14(Mrpl14)
1432341_at	71120	Mus musculus	RIKEN cDNA 1700022A22 gene(1700022A22Rik)
1448917_at	69790	Mus musculus	mediator complex subunit 30(Med30)
1454350_at	380614	Mus musculus	inturned planar cell polarity protein(Intu)
1456791_at	627049	Mus musculus	zinc finger protein 800(Zfp800)
1423891_at	103140	Mus musculus	glutathione S-transferase, theta 3(Gstt3)
1444744_at	23856	Mus musculus	death inducer-obliterator 1(Dido1)
1416755_at	81489	Mus musculus	DnaJ heat shock protein family (Hsp40) member B1(Dnajb1)
1431234_at	73338	Mus musculus	inositol 1,4,5-triphosphate receptor interacting protein-like 1(Itpripl1)
1423472_at	18000	Mus musculus	septin 2(Sept2)
1443224_at	18606	Mus musculus	ectonucleotide pyrophosphatase/phosphodiesterase 2(Enpp2)
1452472_at	235636	Mus musculus	receptor transporter protein 3(Rtp3)
1452575_at	100040249	Mus musculus	keratin associated protein 6-3(Krtap6-3)
1419571_at	114304	Mus musculus	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3(Slc28a3)
1460499_at	77698	Mus musculus	RIKEN cDNA 9230110I02 gene(9230110I02Rik)
1451334_at	69109	Mus musculus	family with sequence similarity 58, member B(Fam58b)
1454606_at	217684	Mus musculus	sushi domain containing 6(Susd6)
1449066_a_at	54126	Mus musculus	Rho guanine nucleotide exchange factor (GEF7)(Arhgef7)
1442349_at	235386	Mus musculus	hydroxylysine kinase 1(Hykk)
1447196_at	640627	Mus musculus	predicted gene 9789(Gm9789)
1451046_at	22761	Mus musculus	zinc finger protein, multitype 1(Zfpm1)
1425107_a_at	16880	Mus musculus	leukemia inhibitory factor receptor(Lifr)
1448255_a_at	20932	Mus musculus	surfeit gene 4(Surf4)
1422189_x_at	21638	Mus musculus	T cell receptor gamma, variable 4(Tcrg-V4)
1429781_s_at	51938	Mus musculus	coiled-coil domain containing 39(Ccdc39)
1442256_at	18753	Mus musculus	protein kinase C, delta(Prkcd)
1449888_at	13819	Mus musculus	endothelial PAS domain protein 1(Epas1)
1448050_s_at	26921	Mus musculus	mitogen-activated protein kinase kinase kinase kinase 4(Map4k4)
1420985_at	192195	Mus musculus	ash1 (absent, small, or homeotic)-like (Drosophila)(Ash1l)
1449320_at	54192	Mus musculus	probasin(Pbsn)
1441490_at	67846	Mus musculus	transmembrane protein 39a(Tmem39a)
1428775_at	66132	Mus musculus	RIKEN cDNA 1110008L16 gene(1110008L16Rik)
1442521_at	102632897	Mus musculus	predicted gene, 30853(Gm30853)
1432457_at	73992	Mus musculus	RIKEN cDNA 4930448F12 gene(4930448F12Rik)
1430717_at	73813	Mus musculus	family with sequence similarity 83, member E(Fam83e)
1418869_a_at	56361	Mus musculus	pseudouridine synthase 1(Pus1)
1449798_at	67295	Mus musculus	RAB3C, member RAS oncogene family(Rab3c)
1430077_at	69207	Mus musculus	serine/arginine-rich splicing factor 11(Srsf11)
1457334_at	399581	Mus musculus	RIKEN cDNA C130057M05 gene(C130057M05Rik)
1435277_x_at	18102	Mus musculus	NME/NM23 nucleoside diphosphate kinase 1(Nme1)
1415984_at	11364	Mus musculus	acyl-Coenzyme A dehydrogenase, medium chain(Acadm)
1433298_at	76101	Mus musculus	RIKEN cDNA 5830461L22 gene(5830461L22Rik)
1437526_x_at	74326	Mus musculus	heterogeneous nuclear ribonucleoprotein R(Hnrnpr)
1417901_a_at	15893	Mus musculus	islet cell autoantigen 1(Ica1)
1446791_at	94227	Mus musculus	peptidase inhibitor 15(Pi15)
1417464_at	21925	Mus musculus	troponin C2, fast(Tnnc2)
1425699_a_at	68644	Mus musculus	abhydrolase domain containing 14A(Abhd14a)
1435151_a_at	27050	Mus musculus	ribosomal protein S3(Rps3)
1427575_at	50757	Mus musculus	F-box and WD-40 domain protein 14(Fbxw14)
1454262_at	76998	Mus musculus	F-box and WD-40 domain protein 27(Fbxw27)
